customer_id,full_name,total_revenue
252883,Arjun Malhotra,2609.76
252891,Preeti Malhotra,8355.80
252901,Pooja Chatterjee,6759.12
252902,Sneha Chatterjee,16846.80
252916,Kavita Iyer,928.80
252930,Kavita Gupta,884.22
252957,Meera Gupta,13587.21
252962,Nitin Malhotra,5950.90
252963,Pooja Patel,5210.58
252969,Sneha Das,5827.68
252990,Deepak Banerjee,17326.20
253052,Riya Iyer,8709.36
253071,Pooja Kapoor,22370.43
253083,Aarti Das,10264.35
253089,Nidhi Das,5487.65
253090,Pooja Kapoor,9455.52
253092,Shreya Reddy,1101.26
253093,Aarti,10153.65
253102,Rohit Gupta,6532.44
253103,Anjali Iyer,4720.40
253126,Ankit Singh,5618.52
253134,Kunal Banerjee,7914.96
253151,Rashmi Agarwal,7716.90
253152,Arjun Iyer,6998.09
253163,Preeti Sharma,13644.64
253222,Anjali Das,11565.50
253223,Kunal Patel,13718.70
253240,Rahul Gupta,15405.27
253241,Preeti Chatterjee,7548.42
253243,Anjali Verma,12383.98
253254,Meera Banerjee,4486.18
253262,Rohit Iyer,5194.90
253279,Swati Iyer,6032.70
253280,Rahul Gupta,16277.70
253291,Ankit Patel,12380.00
253309,Riya Banerjee,23974.56
253312,Anjali Verma,331.10
253315,Priya Singh,4335.20
253332,Kapoor,4562.04
253334,Pooja Kapoor,3752.40
253335,Priya Agarwal,3497.44
253336,Pooja Kapoor,2558.59
253339,Sneha Khan,1906.44
253345,Priya Das,4395.32
253354,Kavita Sharma,6088.34
253365,Preeti Das,8922.22
253384,Prakash Sharma,7376.22
253391,Rashmi Kapoor,7237.31
253410,Priya Banerjee,17087.79
253412,Kavita Gupta,3211.72
253413,Rohit Banerjee,20408.37
253416,Agarwal,12441.12
253421,Anjali Gupta,6513.15
253429,Sanjay Iyer,13530.90
253434,Riya Banerjee,7779.90
253436,Preeti Chatterjee,2912.02
253455,Anjali Gupta,1561.36
253471,Rashmi Sharma,11734.52
253474,Meera Malhotra,10598.72
253487,Ankit,3688.50
253497,Kunal Reddy,16570.35
253498,Manish Mehta,1361.72
253503,Ankit Das,6075.27
253516,Rahul Kapoor,17758.17
253517,Rahul Patel,1688.28
253564,Swati Verma,9979.78
253571,Sanjay Chatterjee,1134.66
253572,Shreya Banerjee,1293.79
253592,Rohit Das,1217.63
253600,Neha Gupta,17606.37
253603,Anjali Iyer,2374.71
253604,Ajay Sharma,581.02
253618,Arjun Das,13775.82
253627,Isha Iyer,4989.66
253662,Neha Banerjee,11301.03
253675,Shreya Khan,4009.18
253676,Anjali Das,6440.56
253681,Manish Agarwal,12956.58
253697,Iyer,783.17
253708,Swati Iyer,639.44
253714,Sneha Singh,3690.26
253718,Nidhi Gupta,9176.36
253727,Ajay Agarwal,4525.23
253729,Shreya Kapoor,999.12
253731,Kavita Verma,19324.92
253734,Anjali Reddy,2056.66
253740,Ajay Banerjee,22649.76
253771,Meera Patel,18224.58
253788,Shreya Reddy,1715.82
253791,Neha Verma,6081.14
253794,Riya Agarwal,1792.61
253801,Neha Agarwal,2676.24
253813,Deepak Gupta,1559.54
253824,Neha Das,20261.49
253827,Deepak Singh,7815.86
253836,Shreya Gupta,12435.42
253838,Vikas Verma,3092.23
253858,Isha Agarwal,1259.12
253877,Vivek Banerjee,6481.24
253899,Pooja Banerjee,3445.93
253914,Preeti Malhotra,6870.43
253943,Rashmi Agarwal,6720.54
253944,Rahul Sharma,1071.16
253950,Arjun Banerjee,9502.98
253951,Riya Reddy,9122.80
253957,Ajay Agarwal,15470.21
253964,Preeti Banerjee,2316.15
253971,Riya Banerjee,5352.59
253975,Nidhi Banerjee,2809.72
253987,Swati Kapoor,15257.62
253993,Kunal Sharma,7948.18
253994,Sneha Chatterjee,6881.85
254001,Manish Verma,4050.14
254016,Kunal Malhotra,3531.37
254030,Kunal Khan,5074.35
254032,Manish Mehta,6374.69
254035,Rashmi Chatterjee,1631.00
254039,Sneha Sharma,2055.22
254046,Pooja Singh,4078.74
254047,Sneha Patel,1245.66
254055,Nidhi Gupta,9405.36
254112,Rahul Kapoor,12252.06
254138,Amit Banerjee,3394.14
254169,Isha Agarwal,2878.61
254174,Sneha Khan,9799.74
254177,Vivek Chatterjee,7962.44
254181,Nidhi Patel,12541.41
254182,Meera Sharma,944.82
254193,Nidhi Mehta,2460.13
254202,Deepak Sharma,1999.24
254213,Rashmi Patel,3291.22
254225,Swati Iyer,1995.66
254236,Isha Banerjee,4122.54
254240,Rahul Reddy,13748.68
254244,Priya Agarwal,3203.67
254250,Sneha Iyer,7048.12
254282,Aarti Iyer,2114.62
254290,Anjali Singh,410.21
254303,Deepak Reddy,10442.82
254326,Meera Patel,7450.59
254334,Preeti Banerjee,12294.60
254338,Nidhi Malhotra,4011.93
254341,Amit Malhotra,3515.94
254349,Arjun Reddy,5409.26
254352,Nitin Gupta,5422.06
254354,Kavita Banerjee,15202.00
254360,Pooja Das,7029.62
254372,Meera Banerjee,7854.64
254380,Shreya Sharma,23995.26
254384,Swati Chatterjee,2477.46
254385,Aarti Kapoor,823.90
254396,Ankit Khan,14781.57
254398,Manish Kapoor,2279.60
254404,Arjun Iyer,29774.19
254409,Swati Verma,3209.82
254411,Rashmi Das,2454.93
254418,Amit,14606.16
254420,Preeti,5918.62
254432,Sneha Malhotra,11700.82
254438,Sneha Mehta,2948.10
254446,Vivek Patel,8994.54
254488,Ajay Agarwal,7239.77
254490,Priya Malhotra,4672.96
254493,Isha Verma,7567.94
254494,Swati Chatterjee,2225.10
254508,Neha Chatterjee,8895.93
254524,Aarti Reddy,12099.75
254552,Priya Gupta,4576.89
254559,Nidhi Chatterjee,5172.52
254565,Shreya Agarwal,5019.31
254568,Riya Gupta,13716.52
254574,Aarti Malhotra,4241.98
254580,Pooja Das,18313.14
254591,Suresh Reddy,5791.08
254592,Rahul Reddy,13261.40
254593,Suresh Banerjee,12676.08
254603,Suresh Malhotra,1549.61
254627,Nidhi Das,7586.98
254628,Shreya Kapoor,888.52
254632,Rohit Kapoor,17656.83
254634,Kavita Reddy,8358.86
254644,Rahul Agarwal,14863.14
254645,Preeti Agarwal,8476.44
254652,Priya Banerjee,7598.59
254661,Anjali Patel,9775.31
254666,Anjali Chatterjee,18617.46
254672,Meera Iyer,11748.40
254673,Vivek Chatterjee,13086.84
254699,Preeti Sharma,2982.43
254708,Arjun Mehta,12481.60
254718,Anjali Banerjee,13205.38
254750,Manish Gupta,20899.18
254764,Sneha Sharma,12672.54
254778,Aarti Gupta,318.38
254780,Swati Sharma,9930.72
254781,Preeti Mehta,14505.98
254801,Isha Reddy,15114.14
254806,Suresh Malhotra,11219.38
254812,Rashmi Banerjee,14255.72
254831,Anjali Patel,15499.14
254833,Meera Das,10289.84
254836,Aarti Das,13622.67
254839,Rohit Singh,24790.24
254846,Aarti Agarwal,7637.44
254850,Prakash Gupta,12380.84
254854,Pooja Iyer,7164.43
254864,Swati Malhotra,9211.83
254882,Nidhi Patel,3963.94
254883,Neha Sharma,7476.83
254901,Ankit Agarwal,3815.07
254917,Meera Singh,1731.12
254936,Amit Agarwal,744.52
254947,Pooja Iyer,12331.41
254953,Ajay Khan,19284.21
254955,Preeti Malhotra,20005.91
254960,Swati Iyer,23149.83
254965,Isha Sharma,9163.00
254975,Nidhi Patel,2112.73
254981,Deepak Chatterjee,11506.34
254989,Arjun Iyer,7328.56
254993,Ankit Agarwal,1900.32
254996,Ankit Kapoor,5955.96
255005,Nidhi Reddy,1157.16
255006,Shreya Chatterjee,5992.53
255037,Neha Malhotra,6736.32
255040,Arjun Khan,1145.31
255044,Neha Chatterjee,2770.68
255046,Verma,4371.52
255054,Suresh Mehta,14551.14
255070,Nitin Chatterjee,3484.98
255087,Vivek Mehta,10131.60
255092,Vivek Patel,4680.64
255096,Vivek Das,12120.18
255101,Riya Patel,3303.99
255102,Riya Verma,6822.11
255105,Suresh Singh,2085.78
255123,Shreya Gupta,22916.67
255130,Prakash Singh,4060.62
255161,Pooja Das,6747.09
255174,Priya Mehta,964.88
255177,Sneha Chatterjee,2001.66
255180,Shreya Das,6815.66
255182,Neha Mehta,1487.88
255200,Rahul Malhotra,1621.28
255210,Arjun Malhotra,3920.08
255217,Riya Banerjee,13419.76
255224,Rashmi Kapoor,2877.52
255227,Meera Verma,18614.70
255228,Nidhi Reddy,1635.88
255247,Prakash Verma,14899.56
255248,Rashmi Mehta,5401.30
255260,Ajay Das,27933.85
255280,Nitin Agarwal,15295.95
255296,Riya Reddy,3443.26
255311,Meera Das,12565.50
255313,Riya Chatterjee,21496.50
255325,Ankit Patel,12877.47
255326,Rashmi Chatterjee,23603.43
255343,Shreya Gupta,3684.88
255368,Ankit Das,20973.42
255392,Vikas Das,14358.06
255399,Pooja Malhotra,1111.46
255400,Rohit Patel,5136.24
255406,Nitin Gupta,14650.96
255423,Shreya Verma,22392.42
255433,Aarti Mehta,8369.56
255434,Priya Iyer,9959.54
255440,Swati Banerjee,20907.96
255443,Manish Sharma,14858.94
255447,Pooja Patel,21241.77
255453,Sneha Banerjee,7579.35
255460,Riya Singh,3584.70
255462,Ankit Banerjee,14080.62
255467,Isha Verma,6567.38
255477,Nitin Sharma,14523.45
255490,Anjali Das,6027.88
255502,Rashmi Chatterjee,12887.46
255505,Sanjay Kapoor,13567.26
255518,Preeti Malhotra,9928.86
255525,Priya Mehta,5309.22
255528,Rahul Sharma,7637.64
255534,Khan,10050.60
255536,Pooja Agarwal,21318.39
255553,Nidhi Patel,3145.60
255555,Nidhi Sharma,4598.42
255560,Nitin Mehta,1885.40
255565,Nitin Reddy,15947.10
255582,Vikas Mehta,2460.22
255608,Isha Singh,21946.61
255610,Rohit Kapoor,7406.49
255613,Sanjay Kapoor,2015.52
255625,Nitin Banerjee,3854.04
255635,Anjali Banerjee,3003.99
255643,Nitin Iyer,3602.54
255648,Pooja Reddy,3401.20
255651,Swati Iyer,4198.11
255652,Meera Patel,11116.56
255656,Prakash Kapoor,4444.90
255659,Priya Agarwal,6549.70
255660,Vivek Patel,21979.53
255708,Sneha Agarwal,15586.16
255710,Priya Malhotra,10768.16
255714,Swati Singh,11908.84
255730,Deepak Sharma,4588.94
255732,Rohit Khan,11715.30
255781,Pooja Reddy,812.39
255819,Rashmi Sharma,445.97
255822,Ajay Reddy,12966.94
255825,Kunal Gupta,2257.00
255828,Priya Patel,8415.60
255862,Aarti Patel,6135.14
255874,Nidhi Agarwal,7142.62
255876,Riya Singh,976.74
255880,Priya Sharma,3038.19
255882,Swati Chatterjee,18985.02
255886,Amit Iyer,6084.86
255893,Manish,9300.36
255898,Sanjay Verma,15385.08
255902,Riya Mehta,7550.02
255903,Rahul Patel,7704.18
255904,Preeti Mehta,1290.52
255952,Isha Kapoor,13323.42
255954,Shreya Gupta,1779.76
255955,Kunal Das,22442.31
255959,Arjun Chatterjee,21601.20
255984,Ajay Kapoor,9341.80
255992,Priya Singh,2972.30
255996,Swati Agarwal,10804.80
256008,Swati Sharma,5878.24
256014,Priya Gupta,12738.82
256023,Kavita Das,16530.66
256028,Anjali Das,5036.64
256041,Rashmi Mehta,1259.44
256042,Preeti Singh,7040.88
256091,Sneha,4195.25
256094,Anjali Patel,6905.86
256101,Nidhi Patel,6511.12
256110,Kavita Mehta,10517.20
256114,Meera Iyer,5555.07
256130,Amit Agarwal,5747.55
256133,Amit Patel,16587.48
256137,Kavita Agarwal,12657.38
256183,Vivek Agarwal,2853.08
256194,Anjali Gupta,11545.14
256209,Amit Iyer,6420.22
256225,Riya Reddy,13783.16
256227,Shreya Agarwal,20108.76
256229,Sanjay Banerjee,9035.79
256242,Sneha Mehta,7645.92
256272,Kavita Khan,4874.48
256284,Nidhi Patel,8779.02
256291,Sanjay Sharma,4893.83
256292,Preeti Gupta,5426.08
256298,Swati Iyer,13363.42
256307,Vivek Singh,27375.50
256309,Pooja Verma,23158.80
256310,Swati Patel,2358.93
256321,Manish Agarwal,6868.86
256351,Shreya Chatterjee,7641.48
256370,Swati Verma,6027.03
256387,Pooja Das,7354.44
256388,Kavita Mehta,8320.22
256405,Deepak Verma,5091.08
256406,Amit Malhotra,4869.84
256416,Rohit Gupta,21782.10
256423,Deepak Verma,4730.82
256443,Isha Kapoor,3402.44
256491,Arjun Sharma,13152.00
256509,Shreya Kapoor,8582.38
256515,Pooja Agarwal,16628.49
256522,Rohit,3032.02
256555,Vikas Patel,4291.17
256567,Kavita Das,4055.44
256576,Riya Sharma,14413.22
256578,Nidhi Khan,14038.38
256583,Deepak Reddy,13776.92
256608,Priya Malhotra,5576.46
256613,Manish Verma,6689.66
256622,Nitin Gupta,3172.08
256633,Preeti Kapoor,2979.57
256654,Kavita Gupta,6294.98
256656,Prakash Verma,14686.02
256662,Nitin Singh,5341.10
256666,Isha Patel,916.18
256675,Sneha Sharma,7424.61
256704,Meera Reddy,8236.70
256724,Swati Khan,11216.92
256748,Priya Khan,17822.82
256753,Ajay Agarwal,1252.36
256790,Riya Reddy,14847.04
256803,Ankit Reddy,9682.59
256809,Sneha Patel,21066.22
256810,Nidhi Sharma,2140.50
256846,Sneha Mehta,11253.36
256852,Preeti Das,7627.57
256900,Preeti Sharma,5873.36
256922,Isha Banerjee,8400.82
256926,Shreya Reddy,10912.88
256927,Aarti Iyer,19760.88
256931,Preeti Banerjee,12600.80
256932,Prakash Banerjee,11044.88
256946,Nitin Kapoor,5478.40
256952,Neha Banerjee,445.84
256959,Preeti Iyer,6795.19
256960,Preeti Chatterjee,20713.53
256962,Sanjay Iyer,12014.76
256982,Arjun Patel,1995.57
256990,Neha Gupta,10357.84
256997,Priya Banerjee,13950.20
257004,Meera Kapoor,5042.46
257011,Sneha Chatterjee,7223.98
257014,Nidhi Patel,22203.39
257022,Sneha Banerjee,2204.87
257024,Nitin Kapoor,11152.32
257026,Kavita Agarwal,14215.72
257055,Ankit Malhotra,14395.50
257059,Sneha Kapoor,6006.89
257079,Amit Singh,11878.32
257087,Pooja Banerjee,6763.92
257091,Sneha Kapoor,14568.70
257097,Neha Verma,1967.29
257108,Pooja Sharma,24487.92
257113,Riya Sharma,23789.97
257119,Vivek Iyer,19834.74
257122,Sneha Kapoor,17161.59
257123,Arjun Patel,6154.89
257130,Riya Singh,4773.41
257134,Nidhi Das,13216.32
257138,Aarti Malhotra,11407.80
257140,Nidhi Mehta,25513.56
257164,Anjali Patel,1724.86
257175,Preeti Patel,15870.84
257177,Rashmi Iyer,7890.00
257178,Swati Gupta,6860.50
257187,Aarti Verma,7826.13
257205,Anjali Gupta,3138.18
257211,Amit Sharma,9364.14
257215,Sanjay Das,20042.04
257217,Vivek Reddy,4661.60
257220,Prakash Sharma,1892.70
257234,Amit Agarwal,23692.14
257245,Rohit Iyer,870.24
257248,Sneha Das,5324.59
257259,Ajay Das,15232.72
257265,Rashmi Gupta,13328.70
257289,Prakash Banerjee,2189.58
257308,Aarti Singh,4954.08
257317,Sanjay Malhotra,10536.63
257328,Vikas Iyer,14277.48
257353,Anjali Verma,9914.18
257361,Rohit Iyer,4691.38
257378,Priya Banerjee,10358.08
257401,Suresh Banerjee,19599.84
257415,Nitin Singh,13975.34
257427,Riya Iyer,9215.62
257447,Aarti Agarwal,612.85
257451,Arjun Kapoor,11644.41
257462,Aarti Gupta,11793.74
257471,Ajay Reddy,21893.55
257484,Riya Malhotra,10815.36
257494,Isha Iyer,21801.45
257498,Manish Mehta,3630.29
257519,Meera Khan,16501.32
257523,Pooja Malhotra,18484.26
257525,Neha Iyer,18852.78
257529,Preeti Khan,23375.67
257547,Pooja Verma,7676.40
257557,Preeti Patel,12539.91
257558,Vivek Mehta,6182.93
257567,Sanjay Agarwal,12544.59
257573,Priya Verma,7212.03
257591,Shreya Reddy,4761.16
257597,Aarti Kapoor,6888.89
257607,Kavita Malhotra,3524.21
257623,Vivek Malhotra,17092.53
257629,Nidhi Kapoor,4170.98
257631,Banerjee,1201.65
257651,Priya Patel,4998.98
257654,Manish Agarwal,15511.56
257663,Kavita,5341.95
257669,Shreya Mehta,13589.04
257679,Nitin Verma,9721.98
257698,Rohit Verma,15375.51
257709,Kavita Mehta,939.70
257710,Vivek Sharma,16788.33
257715,Shreya Reddy,12482.07
257725,Priya Iyer,2383.33
257739,Nitin Patel,4767.59
257751,Rohit Sharma,9873.44
257753,Vivek Khan,22627.05
257755,Vivek Reddy,21935.31
257769,Neha Gupta,14630.14
257778,Swati Verma,17121.93
257793,Vikas Reddy,6490.52
257803,Nitin Agarwal,12215.08
257812,Vikas Chatterjee,8097.20
257819,Sanjay Patel,6928.76
257830,Malhotra,15332.13
257831,Preeti Malhotra,1896.82
257840,Rohit Banerjee,7693.50
257849,Priya Singh,1139.13
257869,Rashmi Iyer,4201.74
257871,Pooja Das,1054.94
257880,Neha Reddy,8591.36
257884,Anjali Mehta,13899.45
257895,Preeti Khan,15206.49
257912,Isha Malhotra,11104.94
257915,Isha Chatterjee,5745.96
257917,Aarti Chatterjee,2942.31
257931,Deepak Sharma,11117.86
257939,Neha Singh,6518.70
257954,Meera Sharma,5111.44
257974,Manish Reddy,2914.96
257979,Amit Patel,6702.95
257987,Shreya Iyer,10089.18
258004,Nitin Das,15069.42
258025,Nidhi Gupta,2605.56
258029,Amit Verma,2222.97
258051,Amit Das,6299.93
258060,Ajay Das,14153.07
258061,Sneha Mehta,15221.74
258085,Arjun Kapoor,1376.88
258096,Sneha Verma,13549.14
258098,Nidhi Gupta,2811.12
258104,Meera Khan,2965.89
258124,Pooja Reddy,8815.16
258143,Riya Banerjee,15920.97
258154,Meera Chatterjee,22815.93
258157,Meera Singh,5006.46
258174,Deepak Singh,12938.55
258180,Preeti Iyer,8576.10
258196,Sanjay Agarwal,4156.65
258206,Preeti Singh,13432.78
258212,Aarti Reddy,18610.32
258225,Meera Patel,15785.02
258227,Suresh Sharma,14283.22
258249,Isha Mehta,9800.62
258256,Rashmi Kapoor,471.62
258265,Kavita Banerjee,3057.87
258276,Vikas Banerjee,7828.92
258293,Manish Reddy,2463.80
258312,Rashmi Patel,13213.22
258329,Vivek Reddy,11270.97
258337,Pooja Singh,4626.82
258353,Kavita Gupta,14686.86
258370,Isha Sharma,691.54
258374,Ajay Singh,3483.12
258375,Shreya Sharma,9931.65
258379,Nidhi Sharma,13508.98
258403,Nidhi Verma,23280.18
258420,Isha Khan,4322.41
258426,Shreya Agarwal,15208.66
258434,Sanjay Das,6522.78
258460,Rashmi Patel,1647.90
258481,Vivek Banerjee,17933.13
258493,Ajay Reddy,13335.52
258497,Arjun Mehta,12538.28
258527,Preeti Iyer,2544.34
258547,Rohit Patel,5177.90
258548,Priya Mehta,13066.96
258573,Ajay Chatterjee,14619.00
258574,Ankit Verma,5447.27
258575,Amit Gupta,5761.98
258576,Nidhi Malhotra,4383.88
258577,Neha Sharma,7159.44
258582,Anjali Singh,1875.88
258594,Anjali Das,13108.42
258598,Anjali Das,1301.74
258601,Suresh Iyer,17989.44
258614,Shreya Das,10467.45
258623,Meera Chatterjee,10932.62
258627,Nidhi Malhotra,4756.18
258631,Pooja Banerjee,14147.52
258632,Rohit Verma,9362.66
258636,Preeti Das,10262.14
258639,Preeti Malhotra,13795.34
258656,Shreya Reddy,7430.30
258679,Swati Agarwal,7332.03
258692,Vikas Banerjee,5629.41
258718,Shreya Banerjee,11588.01
258720,Sneha Malhotra,2323.72
258725,Kavita Agarwal,5572.44
258730,Priya Agarwal,2358.52
258731,Sneha Das,7777.36
258738,Neha Reddy,9226.50
258742,Manish Gupta,5104.37
258743,Aarti Khan,2314.06
258755,Sneha Banerjee,4185.60
258759,Priya Agarwal,5947.89
258760,Swati Chatterjee,12372.12
258766,Neha Mehta,11104.12
258779,Rohit Iyer,7626.51
258805,Rashmi Gupta,1645.22
258807,Anjali Malhotra,7452.51
258822,Pooja Mehta,7678.38
258832,Prakash Gupta,2113.44
258835,Nidhi Iyer,14375.92
258845,Kavita Das,2124.67
258848,Pooja Singh,3677.79
258850,Swati Banerjee,4938.36
258861,Gupta,5086.14
258874,Rashmi Khan,698.04
258875,Aarti Iyer,1368.75
258890,Riya Chatterjee,11313.00
258898,Aarti Singh,9254.55
258912,Ankit Mehta,15786.16
258931,Ankit Khan,23423.28
258939,Preeti Banerjee,24164.36
258998,Vivek Reddy,1314.81
259011,Nidhi Verma,925.95
259038,Shreya Mehta,3986.12
259051,Preeti Mehta,7805.70
259066,Sneha Chatterjee,7664.77
259077,Sneha Sharma,7524.64
259082,Meera Gupta,23880.96
259099,Shreya Kapoor,6338.31
259105,Preeti Khan,6290.46
259128,Anjali Chatterjee,6282.29
259132,Shreya Banerjee,2583.48
259150,Kunal Malhotra,9102.36
259175,Ankit Agarwal,18786.75
259181,Rohit Singh,9393.90
259213,Priya Gupta,23201.76
259223,Shreya Verma,4098.46
259227,Priya Patel,13485.32
259234,Shreya Malhotra,8142.42
259248,Ankit Agarwal,19301.01
259262,Neha Das,8950.74
259279,Meera Kapoor,14307.94
259283,Isha Agarwal,1296.42
259286,Vikas Agarwal,3360.86
259288,Riya Khan,3762.70
259309,Pooja Kapoor,14635.82
259311,Aarti Mehta,467.58
259322,Kunal Malhotra,23691.96
259325,Rahul Agarwal,22717.77
259352,Neha Mehta,31603.74
259361,Pooja Gupta,10921.70
259376,Priya Chatterjee,11343.66
259379,Priya Verma,5066.49
259394,Isha Chatterjee,23784.72
259403,Swati Gupta,2952.32
259409,Rashmi Chatterjee,21142.32
259411,Nidhi Gupta,13000.08
259412,Isha Kapoor,5437.37
259417,Meera Das,19045.59
259419,Pooja Verma,3708.13
259428,Aarti Iyer,8228.31
259430,Meera Verma,7139.89
259434,Sneha Iyer,4099.62
259437,Pooja Reddy,5100.18
259440,Priya Singh,8355.63
259460,Arjun Gupta,13258.30
259466,Preeti Patel,8633.36
259468,Swati Agarwal,10364.31
259469,Shreya Agarwal,13084.90
259473,Deepak Sharma,5748.06
259478,Riya Khan,4618.80
259500,Sneha Verma,1154.86
259506,Rashmi Chatterjee,12962.92
259521,Rashmi Khan,5936.90
259541,Swati Sharma,14779.11
259554,Ajay Mehta,11296.76
259563,Riya Kapoor,11440.68
259570,Nidhi Patel,20763.42
259576,Swati Mehta,3985.85
259591,Arjun Reddy,11645.35
259616,Priya Patel,7860.28
259617,Neha Agarwal,2166.36
259623,Aarti Gupta,4156.18
259649,Meera Mehta,7943.73
259661,Neha Kapoor,11867.88
259672,Nidhi Khan,2261.78
259688,Sneha Gupta,18825.20
259691,Riya Banerjee,12587.10
259692,Suresh Banerjee,7759.47
259694,Swati Verma,4999.58
259696,Nidhi Gupta,20544.42
259707,Priya Verma,1151.02
259710,Neha Chatterjee,8111.78
259722,Anjali Verma,5271.21
259725,Isha Kapoor,7654.21
259750,Ankit Banerjee,15930.30
259762,Sneha Chatterjee,10139.55
259768,Sneha Patel,326.06
259788,Swati Singh,11486.58
259801,Kavita Agarwal,2771.05
259811,Aarti Reddy,15943.08
259825,Kunal Malhotra,9340.27
259841,Aarti Chatterjee,21318.66
259845,Riya Reddy,6366.40
259847,Swati Mehta,13424.74
259859,Neha Khan,5531.78
259878,Aarti Agarwal,14316.04
259879,Ajay Banerjee,6057.20
259887,Manish Singh,3340.18
259902,Meera Verma,12630.66
259908,Priya Mehta,6964.68
259914,Kavita Agarwal,22829.18
259919,Meera Sharma,14966.28
259937,Sneha Patel,343.24
259942,Ankit Malhotra,6299.43
259983,Ajay Iyer,7277.04
259995,Arjun Chatterjee,12710.43
259998,Rashmi Gupta,8548.18
259999,Meera Singh,20371.32
260006,Isha Iyer,726.40
260019,Ankit Chatterjee,3026.00
260022,Isha Chatterjee,6498.34
260025,Kavita Mehta,8372.34
260049,Manish Agarwal,7107.04
260050,Preeti Mehta,20797.92
260054,Anjali Das,11016.24
260073,Riya Khan,11886.93
260075,Rashmi Chatterjee,4379.01
260086,Aarti Mehta,3964.76
260095,Isha Iyer,12661.88
260128,Priya Kapoor,3350.36
260145,Pooja Iyer,1517.87
260159,Preeti Banerjee,3770.94
260164,Swati Das,23265.50
260170,Isha Malhotra,9771.99
260174,Isha Chatterjee,15218.46
260185,Sneha Iyer,5222.73
260192,Amit Das,19311.68
260196,Meera Banerjee,5366.44
260219,Swati Iyer,943.64
260246,Sanjay Gupta,3768.80
260256,Sanjay Kapoor,26218.74
260267,Riya Patel,7859.40
260268,Sneha Patel,8613.80
260274,Nidhi,2215.98
260278,Arjun Das,7504.47
260280,Sanjay Singh,4130.84
260284,Isha Khan,17262.21
260292,Prakash Khan,18340.92
260303,Priya Malhotra,6729.75
260323,Kavita Agarwal,4906.78
260336,Meera Mehta,8516.19
260355,Swati Sharma,10216.50
260379,Ajay Banerjee,1581.48
260389,Aarti Verma,1716.08
260398,Deepak Banerjee,5319.77
260407,Swati Reddy,4384.30
260427,Rohit Banerjee,12628.42
260450,Sneha Khan,20527.62
260475,Vikas Chatterjee,3538.12
260492,Rohit Mehta,12565.68
260495,Kavita Singh,21522.78
260496,Isha,540.19
260503,Arjun Reddy,2839.34
260510,Anjali Verma,9607.82
260514,Kunal Reddy,8080.50
260536,Meera Iyer,14312.73
260544,Priya Reddy,14234.58
260551,Priya Das,1195.26
260559,Amit Verma,1265.47
260568,Shreya Das,23056.86
260570,Shreya Verma,2510.54
260583,Sanjay Banerjee,23441.46
260595,Prakash Gupta,6274.87
260600,Shreya Iyer,7089.83
260603,Manish Mehta,829.81
260633,Ajay Mehta,5638.14
260640,Nidhi Verma,1108.31
260644,Nitin Khan,4361.58
260677,Swati Iyer,10373.58
260679,Suresh Kapoor,2618.46
260686,Priya Banerjee,910.76
260695,Nidhi Mehta,2776.54
260713,Anjali Mehta,7422.03
260714,Anjali Chatterjee,3590.40
260721,Isha Mehta,41795.85
260729,Shreya Das,6412.44
260730,Swati Patel,19590.63
260736,Sneha Gupta,10480.16
260758,Preeti Banerjee,10723.59
260769,Swati Verma,4914.45
260770,Rohit Agarwal,20427.60
260771,Ankit Patel,18630.30
260779,Anjali Kapoor,1327.65
260784,Rashmi Sharma,2236.74
260793,Riya Banerjee,5804.22
260798,Aarti Kapoor,10442.40
260805,Ajay Iyer,20414.46
260817,Isha Das,8277.24
260833,Swati Singh,16917.54
260843,Ankit Sharma,10553.23
260846,Nidhi Banerjee,2805.74
260870,Pooja Chatterjee,19528.89
260874,Aarti Banerjee,1352.50
260890,Shreya Das,8164.62
260892,Rashmi Verma,2867.60
260904,Aarti Gupta,7328.54
260910,Suresh Iyer,1983.31
260921,Swati Malhotra,10066.96
260925,Manish Khan,5790.60
260938,Priya Chatterjee,23518.66
260951,Swati Agarwal,9144.48
260955,Kunal Reddy,3124.32
260958,Anjali Reddy,5917.39
260967,Riya Khan,5447.78
261003,Preeti Das,2347.42
261022,Anjali Khan,5823.26
261046,Anjali Banerjee,631.90
261058,Aarti Sharma,15624.04
261066,Vivek Patel,4030.12
261070,Isha Chatterjee,10187.55
261073,Shreya Kapoor,7966.88
261074,Anjali Das,4094.94
261087,Aarti Reddy,7193.62
261104,Arjun Kapoor,15762.10
261109,Shreya Banerjee,7885.26
261114,Ajay Chatterjee,6263.96
261132,Rahul Sharma,7742.50
261148,Prakash Banerjee,7214.90
261164,Prakash Agarwal,10238.48
261167,Sneha Gupta,10002.68
261176,Anjali Singh,1776.50
261180,Neha Patel,11566.72
261181,Nitin Patel,5779.86
261183,Suresh Patel,8835.09
261192,Sanjay Chatterjee,10272.26
261200,Meera Patel,5298.70
261229,Meera Singh,5876.16
261236,Anjali Iyer,19935.30
261238,Priya Gupta,12008.52
261246,Anjali Das,4418.00
261260,Kavita Malhotra,5801.42
261285,Aarti Gupta,7957.76
261292,Aarti Gupta,5555.89
261295,Swati Iyer,3672.18
261374,Arjun Chatterjee,2138.62
261393,Sneha Khan,10315.26
261405,Aarti Gupta,10369.86
261407,Sneha Das,10466.30
