customer_id,full_name,recency_days,frequency,monetary,segment
396249,Nidhi Mehta,215,1,35493.83,Lost
23380,Pooja Reddy,120,1,35491.56,At Risk
623937,Pooja Kapoor,289,1,35489.38,Lost
588410,Amit Gupta,198,1,35487.75,Lost
92287,Vivek Gupta,249,2,35487.46,Lost
411381,Anjali Singh,328,1,35485.70,Lost
895154,Priya Khan,176,1,35479.97,At Risk
116042,Kavita Patel,137,1,35478.68,At Risk
302122,Riya Iyer,110,1,35478.17,At Risk
287881,Neha Patel,142,1,35475.77,At Risk
513364,Riya Khan,179,1,35474.27,At Risk
43592,Nidhi Malhotra,349,1,35474.11,Lost
643838,Suresh Malhotra,243,1,35471.32,Lost
633421,Riya Gupta,56,2,35470.03,Active
54356,Rashmi Reddy,362,1,35468.72,Lost
695827,Swati Chatterjee,318,1,35467.95,Lost
113349,Anjali Mehta,216,1,35464.78,Lost
233015,Aarti Sharma,87,1,35461.34,Active
382756,Pooja Gupta,300,1,35460.24,Lost
924476,Rashmi Banerjee,107,2,35459.17,At Risk
279410,Suresh Singh,64,1,35458.44,Active
173076,Rashmi Verma,83,2,35458.44,Active
411607,Priya Das,117,2,35457.39,At Risk
17147,Priya Chatterjee,305,1,35457.33,Lost
970866,Isha Singh,225,2,35457.22,Lost
987823,Sneha Kapoor,316,1,35453.29,Lost
857179,Isha Patel,219,2,35453.06,Lost
28540,Meera Malhotra,385,1,35451.74,Lost
726392,Kavita Kapoor,257,1,35451.36,Lost
768442,Rashmi Khan,196,1,35450.01,Lost
229358,Aarti Das,289,1,35444.01,Lost
48940,Priya Iyer,366,1,35443.96,Lost
981484,Amit Malhotra,186,1,35443.19,Lost
499538,Sneha Agarwal,203,1,35443.08,Lost
880289,Swati Chatterjee,210,1,35441.62,Lost
147867,Sneha Chatterjee,375,1,35438.03,Lost
745997,Meera Gupta,178,1,35437.06,At Risk
558392,Anjali Malhotra,248,1,35433.19,Lost
55156,Deepak Agarwal,381,1,35428.99,Lost
76226,Riya Verma,86,2,35428.80,Active
87297,Shreya Verma,273,1,35425.99,Lost
559982,Pooja Singh,127,2,35419.30,At Risk
786025,Aarti Sharma,411,1,35416.22,Lost
196730,Neha Iyer,61,1,35414.01,Active
110364,Aarti Mehta,239,2,35413.65,Lost
517687,Priya Kapoor,375,1,35413.60,Lost
505679,Amit Verma,68,2,35413.00,Active
209014,Preeti Agarwal,364,1,35412.61,Lost
197061,Sanjay Agarwal,376,1,35411.74,Lost
641788,Rohit Agarwal,353,1,35411.73,Lost
125582,Sneha Malhotra,263,2,35410.94,Lost
707881,Priya Iyer,84,1,35405.19,Active
39620,Swati Das,236,2,35404.77,Lost
311457,Pooja Agarwal,286,1,35403.81,Lost
517289,Neha Banerjee,299,1,35403.41,Lost
996018,Deepak Banerjee,113,1,35401.30,At Risk
826776,Priya,70,2,35399.86,Active
111395,Vivek Agarwal,117,1,35396.45,At Risk
597003,Suresh Gupta,266,1,35392.26,Lost
901494,Pooja Patel,405,1,35390.87,Lost
747730,Preeti Reddy,205,2,35387.45,Lost
147692,Meera Singh,107,1,35384.13,At Risk
13254,Anjali Sharma,353,1,35382.30,Lost
577379,Kunal Kapoor,417,1,35380.34,Lost
947426,Swati Agarwal,279,1,35378.57,Lost
569577,Arjun Iyer,359,1,35378.56,Lost
644308,Rohit Malhotra,186,1,35373.19,Lost
775354,Priya Sharma,310,2,35372.93,Lost
287966,Suresh Reddy,301,1,35372.73,Lost
903378,Neha Agarwal,177,2,35371.40,At Risk
549988,Anjali,197,1,35371.36,Lost
836730,Nitin Gupta,263,1,35369.52,Lost
70753,Isha Gupta,236,2,35366.90,Lost
499738,Meera Verma,156,1,35366.53,At Risk
463126,Anjali Iyer,408,1,35364.79,Lost
636244,Aarti Patel,120,2,35363.71,At Risk
408154,Prakash Khan,284,1,35363.06,Lost
960525,Neha Mehta,109,1,35362.16,At Risk
71019,Priya Agarwal,284,1,35360.17,Lost
14033,Vivek Verma,160,1,35357.50,At Risk
233231,Nidhi Iyer,202,1,35354.33,Lost
560699,Swati Patel,281,1,35354.06,Lost
570858,Meera Singh,320,1,35352.32,Lost
821954,Sneha Banerjee,371,1,35351.42,Lost
915758,Malhotra,222,2,35350.81,Lost
380654,Priya Reddy,148,1,35350.56,At Risk
782047,Aarti Verma,158,1,35346.56,At Risk
151487,Manish Chatterjee,178,1,35346.08,At Risk
222771,Aarti Iyer,218,1,35342.75,Lost
480,Swati Chatterjee,136,1,35342.50,At Risk
391658,Rashmi Chatterjee,329,1,35341.56,Lost
96785,Kavita Khan,370,1,35338.83,Lost
257755,Vivek Reddy,123,1,35338.70,At Risk
458317,Isha Khan,181,1,35336.75,Lost
899337,Sneha Chatterjee,121,1,35336.23,At Risk
676619,Amit Mehta,411,1,35335.00,Lost
281958,Nitin Singh,316,2,35334.93,Lost
516862,Deepak Verma,134,3,35333.55,At Risk
611159,Isha Malhotra,418,1,35332.86,Lost
223126,Riya Banerjee,390,1,35329.55,Lost
381893,Meera Agarwal,65,1,35323.66,Active
340651,Kavita Patel,180,1,35321.08,At Risk
956662,Kavita Kapoor,405,1,35321.07,Lost
521782,Kavita Mehta,260,1,35318.40,Lost
333173,Sneha Malhotra,147,1,35317.28,At Risk
22293,Priya Reddy,124,2,35315.74,At Risk
153133,Vikas Chatterjee,313,1,35315.54,Lost
811372,Aarti Patel,108,1,35315.40,At Risk
148857,Isha Sharma,60,2,35312.56,Active
764017,Swati Verma,341,1,35312.42,Lost
416767,Riya Agarwal,292,1,35309.50,Lost
92751,Kavita Agarwal,54,2,35308.52,Active
395475,Aarti Banerjee,60,1,35306.33,Active
608368,Anjali Mehta,266,1,35306.28,Lost
352453,Arjun Chatterjee,143,1,35305.72,At Risk
36948,Vivek Gupta,173,1,35305.27,At Risk
612042,Ankit Chatterjee,285,1,35301.94,Lost
759539,Shreya Chatterjee,410,1,35298.08,Lost
956677,Neha Agarwal,65,1,35295.46,Active
92499,Sanjay Verma,349,1,35293.22,Lost
696354,Rahul Patel,372,1,35290.42,Lost
474510,Sneha Verma,362,1,35290.04,Lost
330022,Reddy,273,1,35289.21,Lost
914080,Riya Khan,408,1,35287.48,Lost
430277,Amit Chatterjee,94,1,35285.37,At Risk
659778,Vivek Malhotra,232,1,35285.29,Lost
119659,Patel,246,2,35282.14,Lost
451640,Nitin Sharma,201,1,35280.94,Lost
477330,Preeti Mehta,95,1,35280.45,At Risk
603726,Priya Gupta,313,2,35279.79,Lost
588185,Rashmi Das,344,1,35278.75,Lost
651543,Priya Kapoor,91,1,35276.98,At Risk
512449,Suresh Mehta,241,1,35276.36,Lost
653149,Sanjay Singh,356,1,35275.20,Lost
362433,Priya Verma,383,1,35274.81,Lost
592418,Meera Iyer,140,1,35273.53,At Risk
415242,Meera Patel,207,1,35273.07,Lost
808937,Meera Reddy,186,1,35272.87,Lost
921332,Prakash Khan,295,1,35272.47,Lost
635420,Pooja Mehta,157,2,35272.43,At Risk
693932,Riya Banerjee,392,1,35272.39,Lost
142924,Kavita Reddy,127,1,35272.03,At Risk
191898,Anjali Das,219,1,35270.98,Lost
226283,Mehta,274,1,35270.48,Lost
691564,Priya Agarwal,258,1,35268.27,Lost
966080,Swati Banerjee,378,2,35267.22,Lost
887052,Prakash Reddy,284,1,35265.97,Lost
97082,Swati Iyer,76,1,35265.47,Active
68862,Swati Gupta,119,1,35256.61,At Risk
787367,Neha Chatterjee,324,1,35254.86,Lost
950344,Isha Agarwal,183,1,35253.85,Lost
271747,Meera Mehta,310,2,35251.24,Lost
815984,Anjali Reddy,361,1,35248.92,Lost
95634,Riya Reddy,56,1,35248.83,Active
540543,Prakash Sharma,101,2,35248.67,At Risk
483901,Aarti Khan,159,1,35243.65,At Risk
958420,Swati Chatterjee,282,2,35242.05,Lost
636086,Vikas Kapoor,404,1,35242.00,Lost
396595,Anjali Gupta,374,1,35240.45,Lost
791555,Anjali Gupta,218,1,35236.28,Lost
278476,Isha Singh,131,1,35230.54,At Risk
635500,Aarti Banerjee,302,1,35229.80,Lost
63260,Prakash Agarwal,411,1,35229.68,Lost
755149,Riya Iyer,337,1,35228.00,Lost
858418,Aarti Kapoor,198,1,35226.73,Lost
100132,Amit Iyer,408,1,35221.99,Lost
346285,Priya Mehta,301,1,35220.79,Lost
844732,Meera Sharma,309,1,35220.77,Lost
247304,Preeti Khan,288,1,35216.91,Lost
376853,Preeti Chatterjee,216,1,35216.00,Lost
501665,Kavita Banerjee,331,1,35212.71,Lost
423926,Meera Agarwal,129,1,35210.06,At Risk
887740,Shreya Chatterjee,190,2,35209.85,Lost
321267,Kavita Singh,358,1,35208.03,Lost
320422,Pooja Singh,171,1,35205.10,At Risk
163806,Riya Khan,320,1,35202.95,Lost
476378,Sneha Das,136,1,35200.84,At Risk
865706,Shreya Iyer,231,1,35200.72,Lost
814286,Neha Verma,154,1,35200.22,At Risk
566656,Anjali Verma,104,1,35199.07,At Risk
979929,Shreya Khan,120,2,35196.95,At Risk
134801,Neha Agarwal,161,1,35195.66,At Risk
988018,Aarti Agarwal,199,1,35192.83,Lost
533847,Anjali Reddy,200,1,35191.71,Lost
127661,Aarti Iyer,188,1,35186.60,Lost
367076,Neha Verma,134,1,35185.61,At Risk
680241,Shreya Chatterjee,94,1,35185.44,At Risk
946254,Arjun Malhotra,209,1,35184.50,Lost
51619,Shreya Khan,288,1,35183.69,Lost
477205,Anjali Patel,98,1,35183.33,At Risk
653744,Swati Mehta,306,1,35183.02,Lost
410683,Preeti Banerjee,88,2,35181.22,Active
947427,Preeti Iyer,289,1,35180.01,Lost
210554,Riya Kapoor,121,1,35176.53,At Risk
317919,Prakash Singh,366,1,35172.16,Lost
218447,Preeti Kapoor,261,1,35171.97,Lost
853184,Riya Gupta,63,1,35171.60,Active
399132,Kavita Malhotra,246,1,35170.71,Lost
991806,Shreya Malhotra,370,1,35166.91,Lost
265872,Priya Patel,169,2,35166.77,At Risk
966607,Preeti Kapoor,55,1,35166.18,Active
20600,Anjali Das,74,1,35165.95,Active
704363,Swati Chatterjee,381,1,35165.12,Lost
302925,Kavita Das,57,1,35163.56,Active
871133,Swati Iyer,111,1,35161.35,At Risk
972458,Riya Mehta,298,1,35161.01,Lost
624259,Vivek Banerjee,258,1,35160.77,Lost
782859,Nidhi Singh,410,1,35160.05,Lost
646457,Vivek Mehta,146,1,35159.69,At Risk
172382,Swati Singh,162,2,35159.11,At Risk
883098,Rashmi Kapoor,247,1,35159.02,Lost
24139,Isha Verma,415,1,35158.74,Lost
696494,Nitin Patel,386,1,35155.61,Lost
113528,Meera Iyer,236,1,35155.07,Lost
609678,Meera Das,328,1,35154.66,Lost
631787,Shreya Chatterjee,79,2,35150.59,Active
285435,Meera Singh,335,1,35145.25,Lost
851283,Priya Banerjee,170,2,35145.08,At Risk
908298,Pooja Banerjee,83,1,35144.27,Active
821895,Riya Das,270,1,35144.05,Lost
813972,Rashmi Gupta,133,1,35143.79,At Risk
37584,Priya Verma,69,1,35143.73,Active
498343,Arjun Chatterjee,86,1,35141.75,Active
127891,Prakash Banerjee,79,1,35140.40,Active
785187,Sneha Iyer,243,2,35139.27,Lost
323721,Riya Gupta,320,1,35138.70,Lost
540009,Pooja Sharma,330,2,35136.93,Lost
331711,Vivek Patel,316,1,35135.89,Lost
196231,Shreya Reddy,407,1,35134.12,Lost
650470,Isha Gupta,169,1,35133.67,At Risk
359534,Deepak Khan,167,2,35132.27,At Risk
67449,Rohit Mehta,228,1,35132.25,Lost
255613,Sanjay Kapoor,184,1,35122.02,Lost
255528,Rahul Sharma,414,1,35121.60,Lost
490406,Anjali Malhotra,64,1,35120.73,Active
733911,Shreya Patel,128,1,35120.11,At Risk
69404,Aarti Agarwal,165,1,35117.80,At Risk
978465,Vivek Malhotra,95,2,35114.29,At Risk
775114,Rashmi Mehta,369,1,35114.27,Lost
650006,Anjali,122,1,35114.17,At Risk
13833,Nitin Khan,300,1,35113.84,Lost
246730,Rohit Verma,222,1,35113.80,Lost
323855,Nidhi Malhotra,234,1,35108.86,Lost
866547,Pooja Verma,308,1,35107.54,Lost
763488,Priya Das,98,1,35107.54,At Risk
855256,Shreya Verma,274,1,35107.38,Lost
2795,Nidhi Mehta,194,1,35106.54,Lost
826167,Vivek Mehta,119,1,35106.30,At Risk
82714,Neha Reddy,69,2,35104.16,Active
370492,Amit Agarwal,236,1,35102.33,Lost
748660,Rohit Kapoor,84,1,35101.88,Active
978104,Aarti Iyer,244,1,35101.38,Lost
474663,Ajay Iyer,83,1,35101.17,Active
665992,Rashmi Iyer,252,1,35098.30,Lost
371503,Aarti Agarwal,138,1,35093.61,At Risk
650911,Reddy,303,1,35092.81,Lost
269601,Sanjay Malhotra,59,1,35092.25,Active
319727,Nitin Khan,256,1,35087.77,Lost
946074,Manish Mehta,77,2,35083.66,Active
540445,Kavita Iyer,132,1,35081.79,At Risk
492240,Aarti Khan,226,2,35076.29,Lost
528808,Priya Patel,189,1,35074.16,Lost
23301,Suresh Patel,201,1,35074.12,Lost
356237,Swati Kapoor,80,1,35073.25,Active
956839,Deepak Patel,159,1,35072.85,At Risk
986272,Ankit Reddy,92,1,35069.13,At Risk
278281,Anjali Das,246,1,35069.10,Lost
48275,Pooja,172,1,35068.59,At Risk
546287,Swati Reddy,160,1,35067.46,At Risk
118972,Ankit Verma,215,1,35066.17,Lost
922639,Amit Das,104,1,35065.84,At Risk
340230,Shreya Khan,176,1,35065.01,At Risk
791666,Anjali Khan,213,1,35062.09,Lost
464399,Swati Gupta,394,1,35055.57,Lost
414677,Ajay Iyer,405,1,35055.32,Lost
598709,Anjali Iyer,186,1,35054.41,Lost
240305,Suresh Mehta,339,1,35054.28,Lost
64377,Swati Verma,111,1,35053.58,At Risk
558670,Ankit Das,115,1,35050.93,At Risk
115771,Rashmi Kapoor,121,1,35048.33,At Risk
973287,Riya Patel,138,1,35047.27,At Risk
394490,Priya Khan,402,1,35046.80,Lost
442156,Priya Sharma,212,1,35045.24,Lost
242258,Suresh Verma,245,1,35043.74,Lost
889076,Vikas Mehta,296,1,35042.63,Lost
800454,Neha Kapoor,250,1,35042.38,Lost
240604,Sneha Agarwal,238,2,35041.46,Lost
62792,Priya Iyer,195,1,35039.48,Lost
478673,Vikas Verma,298,1,35038.93,Lost
160704,Anjali Banerjee,389,2,35038.89,Lost
105114,Rohit Sharma,395,1,35038.68,Lost
712501,Kavita Kapoor,157,1,35037.37,At Risk
63857,Priya Das,108,1,35036.98,At Risk
109708,Kapoor,374,1,35034.74,Lost
940491,Swati Khan,142,1,35031.84,At Risk
135779,Kavita Reddy,170,1,35025.11,At Risk
659643,Pooja Banerjee,403,1,35021.92,Lost
626227,Isha Khan,161,2,35021.76,At Risk
498664,Preeti Kapoor,415,1,35021.22,Lost
888450,Preeti Malhotra,324,1,35016.65,Lost
101215,Neha Malhotra,213,1,35013.74,Lost
972150,Rashmi Kapoor,331,1,35012.28,Lost
107764,Aarti Malhotra,170,1,35011.68,At Risk
827909,Neha Gupta,81,1,35010.20,Active
433749,Vivek Kapoor,231,1,35009.11,Lost
600340,Anjali Iyer,228,1,35008.41,Lost
818802,Shreya Malhotra,143,1,35006.05,At Risk
384426,Meera Sharma,114,1,35004.98,At Risk
354911,Riya Chatterjee,371,1,35004.96,Lost
469759,Vivek Iyer,243,1,35003.91,Lost
947119,Neha Kapoor,229,1,35002.37,Lost
941663,Isha Chatterjee,341,1,35001.50,Lost
322468,Aarti Gupta,238,2,35000.76,Lost
583554,Prakash Patel,377,1,34998.58,Lost
970650,Deepak Patel,241,1,34996.72,Lost
680508,Pooja Kapoor,66,1,34995.28,Active
784128,Meera Chatterjee,111,1,34994.22,At Risk
881406,Meera Agarwal,90,1,34994.01,Active
215188,Manish Iyer,59,1,34992.53,Active
300929,Nidhi Iyer,81,2,34992.42,Active
687258,Meera Mehta,58,1,34991.84,Active
924286,Kunal Chatterjee,181,1,34991.02,Lost
333462,Nidhi Chatterjee,270,1,34990.89,Lost
594074,Meera Sharma,208,1,34990.08,Lost
952481,Manish Gupta,69,1,34989.37,Active
978008,Aarti Banerjee,127,2,34987.38,At Risk
856386,Sneha Mehta,211,1,34986.54,Lost
996866,Shreya Mehta,129,1,34984.11,At Risk
771504,Neha Kapoor,209,1,34983.77,Lost
722033,Pooja Das,245,1,34983.42,Lost
699689,Rohit Mehta,328,1,34982.89,Lost
332995,Meera Agarwal,269,1,34982.62,Lost
779915,Pooja Patel,223,1,34980.73,Lost
309093,Swati Chatterjee,294,1,34977.91,Lost
476547,Shreya Malhotra,377,1,34976.47,Lost
608563,Rashmi Patel,302,1,34975.48,Lost
216756,Vikas Khan,281,1,34974.24,Lost
456730,Swati Agarwal,317,1,34970.76,Lost
710933,Rohit Banerjee,213,1,34969.96,Lost
664839,Pooja Khan,258,1,34966.28,Lost
73258,Shreya Gupta,362,1,34965.80,Lost
235473,Arjun Mehta,352,1,34965.78,Lost
585595,Priya Das,385,1,34965.74,Lost
615099,Shreya Singh,169,1,34963.21,At Risk
594458,Nidhi Singh,320,1,34961.07,Lost
837597,Shreya Sharma,90,2,34960.65,Active
825702,Shreya Singh,265,1,34959.97,Lost
764476,Kavita Patel,328,1,34959.96,Lost
378411,Sneha Das,178,1,34959.95,At Risk
299323,Preeti Malhotra,240,1,34959.36,Lost
722621,Vivek Gupta,135,1,34958.72,At Risk
723639,Aarti Mehta,385,1,34958.32,Lost
536201,Kavita Agarwal,238,2,34956.69,Lost
336762,Vikas Banerjee,171,2,34953.60,At Risk
869684,Neha Patel,54,1,34951.27,Active
987512,Priya Verma,394,1,34950.36,Lost
879544,Sneha Gupta,146,1,34950.31,At Risk
306422,Kavita Verma,374,1,34949.25,Lost
303809,Suresh Verma,140,2,34948.58,At Risk
268776,Sanjay Gupta,138,1,34947.02,At Risk
221587,Rohit Reddy,364,1,34947.00,Lost
985313,Aarti Banerjee,327,1,34945.69,Lost
24538,Priya Gupta,384,1,34941.19,Lost
696879,Sneha Banerjee,197,1,34939.64,Lost
921667,Sanjay Khan,311,1,34939.06,Lost
51051,Aarti Patel,125,2,34937.61,At Risk
485924,Kavita Das,93,1,34937.59,At Risk
52799,Meera Gupta,406,1,34935.96,Lost
816188,Meera Patel,364,1,34935.68,Lost
789462,Riya Reddy,104,1,34933.85,At Risk
702523,Shreya Singh,155,1,34927.87,At Risk
610575,Sneha Agarwal,290,2,34927.53,Lost
27205,Nidhi Malhotra,174,1,34926.57,At Risk
33377,Kavita Patel,74,1,34924.74,Active
906642,Aarti Banerjee,157,1,34922.19,At Risk
600529,Priya Malhotra,407,1,34922.04,Lost
840796,Kavita Verma,77,1,34921.38,Active
634851,Vivek Mehta,410,1,34918.27,Lost
578402,Preeti Das,353,2,34917.19,Lost
5984,Kavita Agarwal,69,2,34915.89,Active
382632,Kavita Gupta,416,1,34915.57,Lost
111436,Preeti Reddy,88,1,34914.90,Active
230460,Shreya Singh,255,2,34913.53,Lost
430343,Priya Malhotra,225,2,34913.16,Lost
20213,Deepak Iyer,186,1,34912.64,Lost
78472,Swati Mehta,173,1,34911.37,At Risk
190061,Vikas Verma,312,1,34910.15,Lost
970542,Nidhi Banerjee,274,1,34907.86,Lost
52334,Swati Chatterjee,200,2,34907.64,Lost
653805,Kunal Sharma,88,1,34904.73,Active
182353,Rashmi Das,208,1,34904.02,Lost
550642,Shreya Chatterjee,287,1,34902.07,Lost
275192,Deepak Agarwal,377,1,34901.93,Lost
873321,Anjali Khan,226,2,34900.35,Lost
192143,Nidhi Reddy,189,1,34896.50,Lost
993848,Aarti Khan,271,1,34889.78,Lost
245332,Kavita Chatterjee,287,1,34889.65,Lost
5608,Nidhi Kapoor,410,1,34888.89,Lost
18696,Rohit Mehta,55,1,34886.98,Active
527751,Anjali Singh,320,1,34886.93,Lost
368495,Priya Mehta,247,1,34886.23,Lost
153785,Preeti Gupta,401,1,34886.03,Lost
938633,Deepak Patel,105,1,34883.72,At Risk
561429,Rohit Iyer,129,1,34881.22,At Risk
215057,Meera Iyer,304,1,34880.05,Lost
794759,Kavita Das,415,1,34877.61,Lost
160796,Suresh Gupta,204,1,34877.39,Lost
389820,Shreya Gupta,129,2,34876.76,At Risk
672699,Arjun Iyer,393,1,34874.20,Lost
411043,Riya Kapoor,300,1,34871.22,Lost
29534,Isha Sharma,418,1,34868.28,Lost
388551,Suresh Sharma,354,2,34867.71,Lost
910728,Ankit Sharma,364,1,34867.48,Lost
601153,Aarti Chatterjee,170,2,34867.25,At Risk
793702,Deepak Verma,411,1,34866.24,Lost
651387,Manish Kapoor,246,1,34866.12,Lost
74710,Suresh Mehta,328,1,34863.57,Lost
813032,Suresh Gupta,132,1,34863.52,At Risk
517739,Priya Banerjee,304,2,34862.11,Lost
903055,Kavita Malhotra,195,1,34861.53,Lost
391109,Swati Iyer,167,1,34860.64,At Risk
807133,Deepak Sharma,245,1,34855.64,Lost
651319,Prakash Gupta,269,1,34854.95,Lost
4780,Sneha Banerjee,112,1,34854.09,At Risk
605528,Neha Iyer,364,1,34853.58,Lost
978875,Priya Gupta,373,1,34853.55,Lost
491534,Ajay Agarwal,127,1,34851.78,At Risk
26250,Amit Khan,199,1,34851.58,Lost
796876,Riya Iyer,262,1,34851.01,Lost
736032,Priya Kapoor,357,1,34849.14,Lost
990401,Aarti Das,197,1,34848.75,Lost
224689,Rashmi Sharma,223,1,34846.78,Lost
217747,Rashmi Singh,102,1,34843.39,At Risk
996238,Meera Malhotra,174,1,34842.62,At Risk
80108,Sanjay Agarwal,249,1,34840.64,Lost
60214,Isha Banerjee,181,1,34836.80,Lost
12982,Rahul Das,293,1,34829.72,Lost
258939,Preeti Banerjee,125,2,34829.50,At Risk
782639,Ajay Singh,368,1,34828.41,Lost
901897,Meera Agarwal,322,1,34827.92,Lost
100773,Amit Malhotra,270,1,34826.41,Lost
154523,Preeti Kapoor,111,2,34825.20,At Risk
88144,Priya Mehta,215,1,34824.93,Lost
9765,Priya Kapoor,307,1,34824.17,Lost
296749,Sneha Agarwal,351,1,34820.77,Lost
312002,Amit Khan,79,2,34820.73,Active
815239,Pooja Das,62,1,34820.62,Active
790029,Rashmi Iyer,229,1,34820.06,Lost
433223,Aarti Iyer,406,1,34818.72,Lost
962193,Riya Singh,341,1,34818.02,Lost
99021,Swati Banerjee,394,1,34816.60,Lost
610770,Isha Patel,245,1,34812.33,Lost
739866,Ankit Khan,135,1,34811.68,At Risk
142618,Rashmi Chatterjee,232,1,34811.66,Lost
375104,Riya Khan,104,1,34810.01,At Risk
809836,Sneha Agarwal,269,1,34808.75,Lost
412111,Priya Banerjee,293,1,34807.37,Lost
390280,Sanjay Banerjee,252,1,34806.83,Lost
304962,Neha Reddy,381,1,34803.02,Lost
723219,Priya Singh,61,1,34800.07,Active
450463,Riya Chatterjee,188,2,34796.36,Lost
573671,Arjun Patel,67,1,34790.22,Active
551269,Riya Verma,129,1,34790.01,At Risk
467221,Pooja Sharma,282,2,34789.80,Lost
196431,Aarti Gupta,413,1,34787.24,Lost
689720,Preeti Mehta,398,1,34786.38,Lost
562792,Pooja Khan,279,1,34782.88,Lost
519839,Pooja Das,148,2,34782.75,At Risk
586413,Riya Gupta,413,1,34782.53,Lost
745212,Preeti Banerjee,69,1,34781.90,Active
434731,Rohit Singh,379,1,34777.27,Lost
234606,Sneha Sharma,407,1,34777.02,Lost
385537,Arjun Das,354,1,34775.80,Lost
704011,Pooja Banerjee,226,1,34775.60,Lost
748655,Rashmi Agarwal,123,1,34775.12,At Risk
680081,Amit Sharma,165,1,34774.24,At Risk
96616,Sneha Malhotra,180,1,34768.44,At Risk
249530,Nidhi Kapoor,98,1,34764.22,At Risk
71444,Priya Kapoor,78,1,34764.12,Active
238907,Priya Chatterjee,257,2,34763.08,Lost
377737,Rashmi Mehta,333,1,34762.12,Lost
998845,Vikas Khan,155,2,34760.20,At Risk
409904,Ankit Reddy,203,1,34760.00,Lost
638549,Ankit Iyer,402,1,34759.82,Lost
939877,Meera Singh,138,1,34756.44,At Risk
22149,Neha Chatterjee,67,1,34756.10,Active
660407,Ankit Das,66,1,34751.53,Active
916811,Deepak Malhotra,63,1,34751.09,Active
969005,Pooja Agarwal,245,1,34746.66,Lost
573584,Isha Banerjee,395,2,34743.36,Lost
822304,Neha Patel,58,2,34741.29,Active
666846,Preeti Reddy,357,1,34739.45,Lost
739884,Neha Gupta,86,1,34738.25,Active
191793,Priya Agarwal,198,1,34735.78,Lost
15009,Swati Kapoor,313,1,34735.48,Lost
691630,Preeti Agarwal,377,1,34734.50,Lost
856500,Pooja Agarwal,130,1,34732.75,At Risk
295508,Isha Mehta,266,1,34732.13,Lost
569716,Sneha Banerjee,81,2,34730.36,Active
931436,Riya Malhotra,128,1,34729.66,At Risk
611196,Amit Agarwal,291,1,34728.68,Lost
285434,Ajay Reddy,58,1,34719.13,Active
182838,Isha Patel,118,1,34717.75,At Risk
515642,Kunal Mehta,66,2,34717.47,Active
758573,Swati Mehta,82,1,34713.18,Active
612922,Meera Singh,362,1,34712.98,Lost
684617,Swati Banerjee,314,1,34710.99,Lost
93468,Vikas Kapoor,380,1,34710.04,Lost
241890,Riya Kapoor,138,1,34707.85,At Risk
158060,Priya Banerjee,172,2,34706.61,At Risk
401266,Isha Agarwal,106,1,34704.71,At Risk
764589,Kavita Verma,201,1,34704.69,Lost
255635,Anjali Banerjee,228,1,34703.58,Lost
456654,Anjali Iyer,358,1,34703.52,Lost
321738,Pooja Mehta,313,1,34700.09,Lost
399551,Prakash Verma,123,1,34699.81,At Risk
164588,Nidhi Singh,301,2,34698.88,Lost
952432,Kunal Kapoor,358,1,34698.22,Lost
557829,Priya Mehta,113,1,34697.78,At Risk
600728,Aarti Sharma,252,1,34695.82,Lost
84985,Manish Malhotra,386,1,34695.65,Lost
961095,Arjun,233,1,34695.09,Lost
708864,Kavita Singh,299,1,34693.20,Lost
206837,Aarti Gupta,403,1,34692.70,Lost
964654,Pooja Malhotra,155,1,34692.40,At Risk
907173,Kunal Iyer,208,1,34687.39,Lost
904657,Preeti Kapoor,149,2,34685.84,At Risk
464414,Sneha Malhotra,233,1,34682.45,Lost
70801,Prakash Mehta,230,1,34679.12,Lost
445028,Deepak Das,198,1,34677.89,Lost
67291,Amit Gupta,65,1,34676.64,Active
9261,Shreya Kapoor,113,1,34676.08,At Risk
923215,Rashmi Reddy,406,1,34675.85,Lost
288000,Preeti Banerjee,198,1,34674.84,Lost
176643,Swati Sharma,375,1,34672.58,Lost
298198,Ajay Khan,300,2,34672.43,Lost
116049,Rohit Singh,295,1,34671.84,Lost
321001,Riya Banerjee,88,1,34670.03,Active
861174,Isha Chatterjee,131,1,34668.82,At Risk
483690,Aarti Mehta,143,1,34665.22,At Risk
884711,Priya Reddy,64,1,34664.75,Active
617599,Deepak Singh,386,1,34663.68,Lost
25837,Sneha Patel,186,1,34662.83,Lost
792000,Nidhi Reddy,176,2,34661.20,At Risk
760141,Shreya Reddy,163,1,34655.23,At Risk
961239,Nidhi Reddy,181,1,34654.25,Lost
870639,Nidhi Chatterjee,195,2,34652.51,Lost
515656,Priya Mehta,303,1,34651.29,Lost
244948,Preeti Kapoor,307,1,34650.04,Lost
332195,Nitin Iyer,351,1,34648.99,Lost
833985,Swati Mehta,180,1,34647.96,At Risk
42903,Rashmi Sharma,326,1,34646.51,Lost
119522,Pooja Iyer,240,1,34645.54,Lost
454518,Nitin Kapoor,388,1,34640.64,Lost
446840,Priya Das,163,1,34629.62,At Risk
140209,Anjali Patel,252,2,34628.62,Lost
247582,Ajay Chatterjee,325,1,34625.37,Lost
421017,Nidhi Kapoor,288,1,34623.42,Lost
677032,Rashmi Malhotra,347,1,34622.22,Lost
194944,Shreya Iyer,138,1,34620.94,At Risk
609784,Nitin Patel,93,1,34619.26,At Risk
